name ,   address,   has_events ,   url
Samovar Tea Lounge,498 Sanchez St   San Francisco   AL   94114,yes,http://samovarlife.com
Cotogna,470 Pacific Ave   San Francisco   CA   94133,no,http://www.cotognasf.com/
Provision,300 Spear Street   San Francisco   CA   94105,,official website is not available.
Salt House,545 Mission St   San Francisco   CA   94105,no,http://salthousesf.com/
S.i.p.,900 22nd St   San Francisco   CA   94107,,None
Galaxcy Pizza,288 Golden Gate Ave   San Francisco   CA   94102,no,www.galaxcypizzasf.com
Sushi Zone And Deli,246 Ney St   San Francisco   CA   94112,no,N/A
Cafe Unique,1161 Mission St Suite 110   San Francisco   CA   94103,yes,www.cafe-unique.com
Paradise Catering,1338 26th Ave   San Francisco   CA   94122,yes,www.paradisecateringhall.com/
Ayadi Pizza,377 Bay St #a   San Francisco   CA   94133,no,http://www.ayadipizza.com/
Go Getters Pizza,615 Andeson Way   Rio Vista   CA   94571,no,www.gogetterspizza.com/
Espresso Grego,416 Marin Ave   Mill Valley   CA   94941,no,N/A
Cafe Algiers & Deli,4675 Drury Ct   Fremont   CA   94538,no,N/A
Frank's Bbq & Seafood,4712 3rd St   San Francisco   CA   94124,no,http://www.franksbbqsf.com/
Coconut Grove,1592 Union St #337   San Francisco   CA   94123,no,http://www.coconutgrove.com/
New Alternatives,1600 Guerrero St   San Francisco   CA   94110,no,http://newalternativescafe.com/
El Oaxaqueno Bakery & Rest,2497 Folsom St   San Francisco   CA   94110,,no website
Sbc Pizza Deli,737 3rd St.   San Francisco   CA   94107,no,sbcpizzadeli.com/
Oakside Cafe,1195 Oak St   San Francisco   CA   94117,no,N/A
Sugarcane Sf,6903 Geary Blvd   San Francisco   CA   94121,yes,http://www.sugarcaneonline.com/
Asa Sushi,2365 Chestnut St   San Francisco   CA   94123,no,http://www.asasushisf.com/
Golden Coffee,539 Vienna St   San Francisco   CA   94112,,none
Clement Bbq Restaurant,621 Clement St   San Francisco   CA   94118,no,N/A
Relish,3631 23rd St   San Francisco   CA   94110,yes,http://www.relish.com/
Tully's Coffee,3100 Airport Way South   Seattle   WA   98134,yes,www.tullys.com
The Company,2530 Berryessa Rd #240   San Jose   CA   95132,yes,http://thecompanysingers.com/home/
Wing Lee Bbq Restaurant,501 Clement St   San Francisco   CA   94118,,none
Working Girls Cafe Inc,259 Kearny St   San Francisco   CA   94108,,N/A
The Great Steak & Fry Company,3251 20th Ave #250e   San Francisco   CA   94132,no,www.thegreatsteak.com
Fava,1819 Polk St #313   San Francisco   CA   94109,no,http://www.favausa.com/
Tuttimelon,2045 Irving St   San Francisco   CA   94122,no,http://www.tuttimelon.com/
Yum Yum Hunan,1828 Divisadero St   San Francisco   CA   94115,,no website
Cafe Terzetto,80 Miraflores Av   San Rafael   CA   94901,,no offical webiste found
Pakwan Restaurant,3180 16th St   San Francisco   CA   94103,yes,http://www.pakwanrestaurant.com/
Trattoria Pinocchio,401 Columbus Ave   San Francisco   CA   94133,yes,http://www.trattoriapinocchio.com
The Sentinel Restaurant,127 Stevenson St   San Francisco   CA   94105,no,http://www.thesentinelsf.com/
Bella Lucca,Po Box 2273   South San Francisco   CA   94083,no,http://www.bellaluccacollection.com/
Rava Food Inc,237 Powell St   San Francisco   CA   94102,no,N/A
El Toro,2470 San Bruno Ave   San Francisco   CA   94134,,no website
Dotties True Blue Cafe,28 6th Street   San Francisco   CA   94103,no,NOT FOUND
Thai Thai Noodle,1400 California St   San Francisco   CA   94109,no,http://www.thaithainoodle.com/
S F Bay Concessionaires Pie,41 Pier Fisherman's Wharf   San Francisco   CA   94133,yes,http://www.fishermanswharf.org/
Playfield Cafe,4699 Marion St   Denver   CO   80216,,no offical webiste found
Thai Cafe,2508 Bartlett St   Oakland   CA   94601,no,www.thaicafenc.com/
Balo Vietnamese Eatery,426 Larkin St   San Francisco   CA   94102,no,N/A
Rotana Pizza,705 Geary St   San Francisco   CA   94109,yes,http://rotanapizza.com/
Paris Cafe,710 18th Ave   San Francisco   CA   94121,yes,www.parisbakerycafe.com
Allstars Donuts And Burgers,290 Golden Gate Ave   San Francisco   CA   94102,yes,http://www.garagerest.com/
Pepe's Taqueria,101 Spear St #a15 Rincon Ctr   San Francisco   CA   94105,no,http://www.pepes-rincon.com/
Rincon Peruano Restaurant,3364 26th St   San Francisco   CA   94110,no,http://www.rinconperuanosf.com/
Slider Diner,1202 Sutter St   San Francisco   CA   94109,,no official website
Lucky Coffee,7509 Geary Blvd   San Francisco   CA   94121,,none
Ho King Grill,18 7th St   San Francisco   CA   94103,,not found
Lolo Cup Tea & Coffee,2527 San Bruno Ave   San Francisco   CA   94134,,no website
G & L Bakery And Restaurant,198 Leland Ave   San Francisco   CA   94134,,n/a
Moonlight Cafe',634 Cortland Ave   San Francisco   CA   94110,,none
Cordon Bleu Restaurant,1574 California St   San Francisco   CA   94109,no,www.eastcoasttransplant.com/
Zhu Zhu Yu Good Luck Dim Sum,736 Clement St   San Francisco   CA   94118,no,N/A
Sea Breeze Cafe,3940 Judah St   San Francisco   CA   94122,,no official website
Geppetto Deli & Catering,658 Vallejo St   San Francisco   CA   94133,no,n/a
Magazine The,920 Larkin St   San Francisco   CA   94109,yes,http://www.themagazinesf.com/THE_MAGAZINE/Welcome.html
Gertrudeandalice Editions,90 Lopez Ave   San Francisco   CA   94116,no,N/A
Aardvark Books,227 Church St   San Francisco   CA   94114,no,www.aardvark-books.com/
Kare-ken,552 Jones St   San Francisco   CA   94102,no,http://www.kare-ken.com/#about
Il Fornaio Gastronomia Rest,770 Tamalpais Dr #400   Corte Madera   CA   94925,no,n/a
In N Out Burger #154,4199 Campus Drive   9th Floor   Irvine   CA,no,http://www.in-n-out.com/
Ithai,1290 25th Ave #201   San Francisco   CA   94122,no,www.ithai-sf.com
Indian Oven,233 Fillmore St   San Francisco   CA   94117,no,http://indianovensf.com/
Beachside Coffee Bar & Kitchen,4300 Judah St   San Francisco   CA   94122,yes,http://www.beachsidesf.com/
Jitter And Shakes Inc,44 Visitacion #102   Brisbane   CA   94005,yes,http://www.jittersnshakes.com/
Jrs Corporation,423 Bush St   San Francisco   CA   94108,,none
San Miguel Restaurant #2,55 La Grande Ave   San Francisco   CA   94112,no,N/A
Kiki Japanese Restaurant,5721 Geary Bl   San Francisco   CA   94121,no,http://www.kikisushi.com/
King Of Thai Noodle House& Bar,142 San Filipe Ave   San Bruno   CA   94066,,none
Ristorante Ti Piacera,1507 Polk St   San Francisco   CA   94109,no,http://www.tipiacera.com/
King Of Thai Noodle #2,346 Clement St   San Francisco   CA   94118,no,N/A
La Ciccia,291 30th St   San Francisco   CA   94131,no,http://laciccia.com/
La Tortilla,495 Castro St #b   San Francisco   CA   94114,,no official website
Panini,1457 Haight St   San Francisco   CA   94117,no,N/A
Las Margaritas Restaurant,2801 Leavenworth St   San Francisco   CA   94133,,NOT FOUND
Nico's Tacos,1859 Powell St #116   San Francisco   CA   94133,,none
Lemongrass Thai Cuisine,2348 Polk Street   San Francisco   CA   94109,no,http://www.lemongrasssf.com/
Sears Fine Food,500 Sutter St #708   San Francisco   CA   94102,no,http://www.searsfinefood.com/
Loving Hut Vegan Cuisine,524 Irving St   San Francisco   CA   94122,no,http://www.lovinghut.us/
Another Monkey Thai Restaurant,280 Valencia St   San Francisco   CA   94103,yes,http://www.anothermonkeythai.com/
Magnolia Brewing Company,1398 Haight St   San Francisco   CA   94117,yes,http://www.magnoliapub.com/
Victorias Pizzeria,3605 Balboa St   San Francisco   CA   94121,no,n/a
Carmelinas Cafe,1 Norwich St   San Francisco   CA   94110,,no website
Stelladoro Pizzeria & Restrnt,808 Divisadero St   San Francisco   CA   94117,no,http://stelladoropizza.com
Nhu Y Coffee Shop,411 Ellis St   San Francisco   CA   94102,no,N/A
Hahun Restaurant,2948 21st St   San Francisco   CA   94110,,none
Stuyvesant Coffee & Tea,1275 2nd Ave 5   San Francisco   CA   94122,,no official website
Kan Zaman,1793 Haight St   San Francisco   CA   94117,yes,http://www.kanzamansf.com/
Taboun,203 Parnassus Ave   San Francisco   CA   94117,no,N/A
Napoli Pizza,1045 Polk St   San Francisco   CA   94109,no,http://napolipizzasf.com/
Reverie Coffee/cafe,856 Cole St   San Francisco   CA   94117,no,N/A
Streets,2854 Golden Gate Ave #a   San Francisco   CA   94118,no,N/A
Carmelina's Taqueria,27 Flood Ave   San Francisco   CA   94131,yes,no offical webiste found
Bacon And Brownies,626 Clayton St #c   San Francisco   CA   94117,,no official website
Oscar's Burger & Deli,3931 Pacific Hts Blvd   San Bruno   CA   94066,,no offical webiste found
Isolanos,151 Central Ave #6   San Francisco   CA   94117,no,N/A
The Foglifter Cafe,145 Dorado Terrace   San Francisco   CA   94112,no,N/A
Susies Cafe,603 7th St   San Francisco   CA   94103,no,N/A
Hoy Sun Restaurant,950 Stockton St #403   San Francisco   CA   94108,,no offical webiste found
Ninja Sushi,2801 Leavenworth St   San Francisco   CA   94133,,no official website
Focaccia Cafe & Bakery,119 Sacramento Street   San Francisco   CA   94111,no,http://focacciacatering.com
Maxs Opera Cafe,601 Van Ness Avenue   San Francisco   CA   94102,,http://www.maxsworld.com/
Abacus,2078 Hayes St   San Francisco   CA   94117,no,http://www.abacussf.com/
Gilberth's Rotisserie & Grill,2427-2429 3rd St   San Francisco   CA   94107,no,NO OFFICIAL WEBSITE FOUND
Saru,739 Washington St #300   San Francisco   CA   94108,,no website
Al-fanoose,531 Haight St   San Francisco   CA   94117,no,http://alfanoose.net/
Frankie's Bohemian Cafe,1862 Divisadero St   San Francisco   CA   94115,no,N/A
Primetime Pizza Sportsbar/grl,1810 Clement St   San Francisco   CA   94121,,none
Fifth Floor Restaurant,12 4th St   San Francisco   CA   94103,yes,http://www.fifthfloorrestaurant.com
Tsing Tao 4,361 West Portal Ave   San Francisco   CA   94127,yes,http://www.tsingtaosf.com/Location-TSW-TsingTao-West-Portal-Ave-SanFrancisco/Default.aspx
Tsing Tao 3,361 West Portal Ave   San Francisco   CA   94127,no,http://www.tsingtaosf.com/Location-TSW-TsingTao-West-Portal-Ave-SanFrancisco/Default.aspx
Jj Fish And Chicken,5100 3rd St   San Francisco   CA   94124,no,http://www.jjfishandchicken.com
Goldilocks Bake Shop,3535 Callan Blvd.   So San Francisco   CA   94080,yes,goldilocks.com
The Crepe Cafe,2390 Powell St   Suite A   San Francisco   CA,no,http://www.thecrepecafe.com/
B & M Mei Sing Restaurant,62 2nd St   San Francisco   CA   94105,no,NA
Barney's Noe Valley,Barney's San Francisco   Inc.   Berkeley   CA,yes,http://www.barneyshamburgers.com/
Barney's Gourmet Burger,Barney's San Francisco   Inc.   Berkeley   CA,no,http://www.barneyshamburgers.com/
Beksan Imports Llc,4206 23rd St   San Francisco   CA   94114,yes,http://beksanimports.com/
Slims,333 11th St   San Francisco   CA   94103,yes,www.slimspresents.com/
Bistro Sf Grill,2819 California St   San Francisco   CA   94115,yes,http://bistrosfgrill.com/
Garibaldis On Presidio,347 Presidio St   San Francisco   CA   94115,yes,http://www.garibaldisrestaurant.com
Patio Espanol Restaurant,2850 Alemany Bl   San Francisco   CA   94112,no,http://www.patioespanol.com/
Cherry Blossom Bakery,844 Clement St   San Francisco   CA   94118,no,n/a
Twin Peaks Pizza,1681 Church St   San Francisco   CA   94131,no,http://www.twinpeakspizza.com/
Bon Appetit Management Co,100 Hamilton Ave #400   Palo Alto   CA   94301,no,http://www.bamco.com/
Brandy Ho's Hunan Food,217 Columbus Ave   San Francisco   CA   94133,no,http://www.brandyhos.com/
Bsr Eats,50 Clement St   San Francisco   CA   94118,no,NO OFFICIAL WEBSITE FOUND
Won Ton House,1365 Noriega St   San Francisco   CA   94122,no,www.wontonhouse.com/
Ice House,1365 Noriega St   San Francisco   CA   94122,no,NA
Cafe Leah,Po Box 194091   San Francisco   CA   94119,no,http://www.cafeleah.com/
Castro Smoke House,409 Castro St   San Francisco   CA   94114,yes,www.castrosf.org/
Munch Haven,1244 Market St   San Francisco   CA   94102,yes,
Kishida Russell Cafeteria,505 Van Ness Av   San Francisco   CA   94102,no,
Gelato Classico,576 Union St   San Francisco   CA   94133,,None
Kathy Chinese Cuisine,408 Dewey Blvd   San Francisco   CA   94116,,None
Choice Yakiniku 5,5214a Diamond Hgts Bl   San Francisco   CA   94131,no,No official website
Pacific Plaza Cafe,1338 Franklin St   San Francisco   CA   94109,,None
Sushi Kinta,5 Embarcadero Ctr   San Francisco   CA   94111,,No official website
Cafe Muse,785 8th Ave   San Francisco   CA   94118,no,N/A
King Of Noodles,2636 Judah St #148   San Francisco   CA   94122,,N/A
Lung Shan Chinese Restaurant,2234 Mission St   San Francisco   CA   94110,,no website
Quickly,243 Dublin Street   San Francisco   CA   94112,,www.quicklyusa.com/
Sichuan Home,5037 Geary Blvd   San Francisco   CA   94118,no,NO OFFICIAL WEBSITE FOUND
Cali Pho Nia Vietnamese Bistro,2428 San Bruno Ave   San Francisco   CA   94134,no,http://phocaliphonia.com/
100% Sweet Cafe,180 El Camino Real #d   Millbrae   CA   94030,no,N/A
Wing Hing Restaurant,2550 San Bruno Ave   San Francisco   CA   94134,no,No official website
Saiwaii Ramen,2240 Irving St   San Francisco   CA   94122,no,na
Lunch Geek,1400 Market St   San Francisco   CA   94102,no,http://lunchgeeksf.com/
Luques,433 Powell St   San Francisco   CA   94102,no,http://www.luquesrestaurant.com
Chevys Fresh Mex Restaurant,5660 Katella Ave #100   Cypress   CA   90630,no,http://www.chevys.com/
China First,336 Clement St   San Francisco   CA   94118,no,http://chinafirstseattle.com/
Los Panchos Restaurant,17 Seville Way   S San Fran   CA   94080,no,http://www.lospanchosrestaurant.com/
Chowders,Pier 39 #121   San Francisco   CA   94133,no,http://www.chowderspier39.com/
Hyde Away Blues Bbq Cafe,457 Hyde St   San Francisco   CA   94109,no,N/A
Kyaw Sushi Bar,2306 33rd Ave   San Francisco   CA   94116,,none
Moussys,1345 Bush Street   San Francisco   CA   94109,yes,http://www.mukasf.com/
Coffee Chatz,294 Santa Monica Ave   Menlo Park   CA   94025,no,http://www.mamasf.com
Chatz,294 Santa Monica Ave   Menlo Park   CA   94025,no,NO OFFICIAL WEBSITE FOUND
Caffe Baonecci,516 Green St   San Francisco   CA   94133,yes,
Darren's Cafe Corp,2731 Taylor St   San Francisco   CA   94133,no,N/A
Two Sisters Bar And Books,190 Happy Acres Rd   Los Gatos   CA   95032,no,No official website
Tak Kee Lee Restaurant,4316 Ulloa St   San Francisco   CA   94116,,None
Mama Art Cafe,1728 Ocean Ave #369   San Francisco   CA   94112,yes,http://www.mamasf.com
Java Joes,Po Box 14909   San Francisco   CA   94114,no,N/A
Barbacco Trattoria Moderna,220 California St   San Francisco   CA   94111,no,http://www.barbaccosf.com/
La Boulange De Polk,2325 Pine St   San Francisco   CA   94115,no,http://laboulangebakery.com/
Johnny Rockets,243 Sycamore Ave   Mill Valley   CA   94941,no,http://www.johnnyrockets.com
The Blue Plate,3218 Mission St   San Francisco   CA   94110,no,http://www.blueplatesf.com
Blue Danube Coffee House,306 Clement St   San Francisco   CA   94118,no,n/a
Lark Creek Steak,1 Market St   Suite 347   San Francisco   CA,yes,http://www.larkcreek.com/
Chambers Eat + Drink,601 Eddy St   San Francisco   CA   94102,no,No official website
Luella,1896 Hyde St   San Francisco   CA   94109,no,http://www.luellasf.com/
Panera Bread,301 King St Ste A   San Francisco   CA   94158,no,http://www.panerabread.com/
Farley's,1315 18th St   San Francisco   CA   94107,yes,http://www.farleyscoffee.com/
Kenny's Restaurant,518 So Van Ness   San Francisco   CA   94110,,None
Hisago,2457 Lincoln Way   San Francisco   CA   94122,,none
Fun Food Partners/cart 1,39 Pier #167   San Francisco   CA   94133,no,N/A
Hff Coffee Llc,133 Stillman St   San Francisco   CA   94107,no,No official website
Louis Restaurant,902 Point Lobos Av   San Francisco   CA   94121,no,http://louissf.com/
La Playa Taqueria,3801 Noriega St   San Francisco   CA   94122,no,n/a
El Cafetazo,3087 - 16th St   San Francisco   CA   94103,yes,
Bistro Central Parc,560 Central Ave   San Francisco   CA   94117,no,http://www.bistrocentralparc.com/
Bizou Restaurant And Bar,500 Brannan St   San Francisco   CA   94107,,None
Halal Catering & Delivery,470 Green St   San Francisco   CA   94133,no,n/a
Mercedes Cantina Inc,653 Commercial St   San Francisco   CA   94111,yes,http://www.mercedesrestaurant.com/
Taqueria Dos Amigos,888 Brannan St #838   San Francisco   CA   94103,no,http://www.taqueriadosamigos.com/
Mo's Grill Inc,1322 Grant Ave   San Francisco   CA   94133,no,http://www.mosgrill.com/
Isobune Sushi Sf,1680 Post Street Suite #a   San Francisco   CA   94115,yes,http://www.isobunesushi.com/
Burger King,2978 16th St   San Francisco   CA   94103,no,http://www.bk.com/
Patio Cafe,4121 18th St   San Francisco   CA   94114,no,No official website
Big Lantern,3170 16th St   San Francisco   CA   94103,no,http://www.biglanternsf.com/
New Spot Inc,632 20th Street   San Francisco   CA   94107,no,www.thenewspotsf.com/
Dojima Ann,219 Ofarrell St   San Francisco   CA   94102,no,No official website
Ninki Tea,1439 Taraval St   San Francisco   CA   94116,no,http://www.ninkisf.com/
Ninki,1439 Taraval St   San Francisco   CA   94116,yes,
North Beach Pizza Too!,1462 Grant Avenue   San Francisco   CA   94133,no,http://www.northbeachpizza.com
Osha Thai Noodle Cafe,696 Geary Street   San Francisco   CA   94102,no,http://www.oshathai.com/1/
360 Gourmet Burrito,Po Box 722   Alamo   CA   94507,no,No official website
Pacific Catch,75 Oak Grove Street   San Francisco   CA   94107,no,http://www.pacificcatch.com/
Palio Paninoteca,505 Montgomery St   Lobby   San Francisco   CA,no,http://www.paliocaffe.com/
Phat Philly,3388 24th St   San Francisco   CA   94110,yes,http://www.phat-philly.com/home/
Pescado Supremo,5210 Mission St   San Francisco   CA   94112,no,n/a
Sushi Raw #4,4435 Mission St   San Francisco   CA   94112,yes,http://sushirawsf.com/
The Ambassador Rest Bar&longe,673 Geary St   San Francisco   CA   94102,yes,http://www.ambassador415.com/
Barrique,714 North Point St   San Francisco   CA   94109,yes,http://www.barriquesf.com/
The Mint B & R Inc,1942 Market St   San Francisco   CA   94102,yes,http://www.themint.net/
Michelangelo Cafe,579 Columbus Ave   San Francisco   CA   94133,no,http://www.michelangelocafe.com.au/
54 Mint-winebar,317 Clyde Dr   Walnut Creek   CA   94598,no,NOT FOUND
Showdogs,1020 Market St   San Francisco   CA   94102,no,http://showdogssf.com/
Khan Toke Thai House,5937 Geary Blvd.   San Francisco   CA   94121,no,w.yelp.com/biz/khan-toke-thai-house-san-francisco
Moscone Ctr -stand 4,747 Howard St   San Francisco   CA   94103,yes,http://www.moscone.com/site/do/index
Ech'o,861 Ashbury St   San Francisco   CA   94117,no,NO OFFICIAL WEBSITE FOUND
Crazy Sushi,3232 16th St   San Francisco   CA   94103,yes,http://www.crazysushisf.com/
Stonefly,151 Alice B Toklas Pl #805   San Francisco   CA   94109,,None
Tataki Canyon,678 Chenery St   San Francisco   CA   94131,no,http://www.tatakisushibar.com/index.html
Volar Llc,626b Clement Street   San Francisco   CA   94118,,none
Cyan,974 Valencia St   San Francisco   CA   94110,no,No official website
Bills Place,2315 Clement St   San Francisco   CA   94121,no,http://billsplace.qpg.com/
Hall Of Flame Burgers,210 Loyola Dr   Millbrae   CA   94030,,none
Jack's Club,2545 24th St   San Francisco   CA   94110,yes,http://jacksclubsf.com/
Pho #1,2571 San Bruno Ave   San Francisco   CA   94134,no,www.pho1md.com/
Muracci's Japanese Restaurant,307 Kearny St   San Francisco   CA   94108,yes,http://www.muraccis.com/
La Frontera #2,26 Harbor Rd   San Francisco   CA   94124,no,No official website
Deli King,1143 Taraval St   San Francisco   CA   94122,yes,www.deliking.us/
Matching Half,1680 Golden Gate Ave #1   San Francisco   CA   94115,no,n/a
Sigsbees,371 Waller Street #10   San Francisco   CA   94117,no,N/A
Breaking Bread Sandwiches,6629 Bellhurst Ln   Castro Valley   CA   94552,no,http://breakingbreadsf.com
Bus Stop Pizza 1,256 Divisadero St   San Francisco   CA   94117,no,NO OFFICIAL WEBSITE FOUND
Sorabol,676 Blair Ave   Piedmont   CA   94611,,not found
Sheraton-palace Hotel Empl Caf,2 New Montgomery St   San Francisco   CA   94105,no,not found
La Bella,1263 Leavenworth St   San Francisco   CA   94109,no,http://www.lebeaumarket.com/contact.html
Laiola Llc,2031 Chestnut Street   San Francisco   CA   94123,no,
Kufu-ya,7001 Geary Blvd   San Francisco   CA   94121,no,www.yelp.com/biz/kufuya-japanese-restaurant-san-francisco
Cafe Venice,3325 24th St   San Francisco   CA   94110,no,official website is not available.
Yakiniq,1640 Post St   San Francisco   CA   94115,,None
Pizza Zone N Grill,4404 3rd St   San Francisco   CA   94124,no,http://pizzazoneandgrill.com/
Jo Jos Cafe,1537 Ocean Ave   San Francisco   CA   94112,no,http://www.jojoscafe-sf.com/
Cafe Seventy 8,78 29th St   San Francisco   CA   94110,,not found
Bello Coffee & Tea,2885 Diamond St   San Francisco   CA   94131,yes,http://www.bellocoffee.com/
Java On Ocean Coffee House,1700 Ocean Ave   San Francisco   CA   94112,,none
Pomelo Partnership,860 Brussels St   San Francisco   CA   94134,no,http://www.pomelosf.com/
Hamako Sushi Restaurant,1575 23rd Ave   San Francisco   CA   94122,no,N/A
Cha-ya Restaurant,6406 California St   San Francisco   CA   94121,yes,http://www.thechaya.com/sanFrancisco/
Little Saigon Deli,2100 29th Ave   San Francisco   CA   94116,no,N/A
Daily Restaurant,5820 Mission St   San Francisco   CA   94112,no,N/A
Straw,575 Burnett Avenue #4   San Francisco   CA   94131,no,http://strawsf.com/
Lucky Creation Vegetarian Rest,854 Washington St   San Francisco   CA   94108,yes,www.luckycreationvegetarianrest.com
Yield,2490 3rd St   San Francisco   CA   94107,no,http://www.yieldandpause.com/
Pinch Yourself Desserts Llc,763 Cayuga Ave   San Francisco   CA   94112,,none
Tempest Bar & Restaurant,431 Natoma St   San Francisco   CA   94103,,none
Hot Pot Garden,1055 Taraval St   San Francisco   CA   94116,no,NO OFFICIAL WEBSITE FOUND
Pizza Di Mano,3331 24th St   San Francisco   CA   94110,yes,http://www.pizzadimano.com
First Cup,2911 Van Ness Ave   San Francisco   CA   94109,,official website is not available.
Twilight Cafe,2600 Mcallister St   San Francisco   CA   94118,yes,www.adweek.com
Tip Toe Inn Delicatessen,Po Box 590506   San Francisco   CA   94159,no,
Baladie Cafe,337 Kearny St   San Francisco   CA   94108,yes,http://baladiecafe.info/
Soul Food City,403 Eddy St   San Francisco   CA   94109,no,n/a
Sushi Delight,1946 Market St   San Francisco   CA   94102,no,http://www.sushidelight.net/
La Santaneca De La Mission,Po Box 4432   Daly City   CA   94016,,none
Dona Mago Mexican Restaurant,2919 16th St   San Francisco   CA   94103,no,NO WEB SITE
Club Kristi,625 Larkin St #401   San Francisco   CA   94109,,no offical webiste found
The Sandwich Shop,635 19th St   San Francisco   CA   94107,,none
Little Griddle,761 Third St   San Francisco   CA   94107,,none
Yamo,3406 18th St   San Francisco   CA   94110,,none
Udupi Palace,976 E El Camino Real   Sunnyvale   CA   94087,no,http://www.udupipalaceca.com/
Universal Cafe,2814 19th St   San Francisco   CA   94110,yes,www.universalcafe.net/
Uptons Catering,2435 Lombard St   San Francisco   CA   94123,,NO WEB SITE
El Zarape,78 Buchanan St Apt 501   San Francisco   CA   94102,,none
Foreign Cinema,2534 Mission St.   San Francisco   CA   94110,yes,http://www.foreigncinema.com/
Quickly,1170 Powell St   San Francisco   CA   94108,yes,http://www.quicklyusa.com/
Verdi Club,2424 Mariposa St   San Francisco   CA   94110,yes,verdiclub.net/
Noodle World,19770 Stevens Creek Blvd   Cupertino   CA   95014,,none
Hawaii House,19770 Stevens Creek Blvd   Cupertino   CA   95014,no,NO OFFICIAL WEBSITE FOUND
Volare Trattoria,561 Columbus Ave   San Francisco   CA   94133,no,no offical webiste found
The Wreck Room,1390 California St   San Francisco   CA   94109,yes,http://www.thewreckroomsf.com/
El Burrito Express #1,1601 Taraval St   San Francisco   CA   94116,yes,http://www.ebxsf.com/
Wok And Go Llc,2700 24th St   San Francisco   CA   94110,no,http://www.wokandgosf.com/
Woodhouse Fish Company,2073 Market St   San Francisco   CA   94114,no,http://www.woodhousefish.com/
Yees Restaurant Inc,1131 Grant Ave   San Francisco   CA   94133,,not found
Gazebo Chinese Cuisine,1310 Noriega St   San Francisco   CA   94122,no,NOT FOUND
Einstein's,3075 21st St   San Francisco   CA   94110,no,N/A
Mozzarella Di Bufala Pzzra Ii,69 West Portal Ave   San Francisco   CA   94127,no,http://www.dibufala.com/
Zantes Pizza Inc,3489 Mission St   San Francisco   CA   94110,no,http://zantepizzasf.com/
Bar Bambino,755 Florida St #7   San Francisco   CA   94110,yes,http://www.barbambino.com/
North Beach Market & Deli,536 Broadway St   San Francisco   CA   94133,,None
Blue Barn Gourmet,1425 Francisco St   San Francisco   CA   94123,no,www.bluebarngourmet.com/
Pasta Pomodoro,1550 Bryant Street   #300   San Francisco   CA,no,http://www.pastapomodoro.com/
Pastagina,741 Diamond Street   San Francisco   CA   94114,no,N/A
Piazza Pellegrini,659 Columbus Ave   San Francisco   CA   94133,yes,www.piazzapellegrini.com
Phil'z Coffee,1300 Potrero Avenue   San Francsico   CA   94110,no,http://www.philzcoffee.com/
Olga's Mediterranean Cage,6095 Montgomery Ct   San Jose   CA   95135,no,N/A
Gambino's,650 Turquoise Dr   Hercules   CA   94547,no,N/A
Ramen Doraku Inc,1042 Taraval St   San Francisco   CA   94116,,no offical webiste found
Red Crawfish,611 Larkin St   San Francisco   CA   94109,no,http://redcrawfishsf.com
Rico Mex,53 Stevenson St   San Francisco   CA   94105,no,NA
Rouge,715 Harrison St   San Francisco   CA   94107,no,http://www.rougesf.com/
Oyaji Restaurant,1879 18th Ave   San Francisco   CA   94122,no,not found
Kams Restaurant,567 Pine St Ste 201   San Francisco   CA   94108,yes,www.kamsrestaurant.com/
Sam's Diner,1220 Market St   San Francisco   CA   94102,no,http://www.samsdinersf.com/
Zpizza,833 Mission St #c   San Francisco   CA   94103,no,http://www.zpizza.com/about
Bombay Indian Restaurant,2217 Market St   San Francisco   CA   94114,no,http://www.bombayindian.com/
The Chapel Restaurant,2414 Central Ave   Alameda   CA   94501,no,thechapellondon.com/
Jake's Steaks,548 43rd Ave   San Francisco   CA   94121,,none
Tongues Temptations Catering,1161 Church St   San Francisco   CA   94114,,none
Barrett Cafe,3250 19th Ave   San Francisco   CA   94132,,none
Pie Fridays,Po Box 460928   San Francisco   CA   94146,no,http://www.piefridays.com/
Cafe Le,2895 Van Ness Ave   San Francisco   CA   94109,,http://www.lecafe.net/
Subway Sandwiches,50 Fremont St   San Francisco   CA   94105,no,http://www.subway.com
Yin Mcdonalds,185 Butcher Rd   Vacaville   CA   95687,no,
Bills Kitchen & Teriyaki,475 3rd Street   San Francisco   CA   94107,no,http://www.billskitchensf.com/
Helmand Palace,2424 Van Ness Ave   San Francisco   CA   94109,no,http://www.helmandpalacesf.com/
Sweet Chinito,3100 Mission St   San Francisco   CA   94110,,no website
Globus A Slavic Bookstore,332 Balboa St   San Francisco   CA   94118,yes,http://www.globusbooks.com/GlobusPage.htm
San Francisco Toad Hall,4121 18th St   San Francisco   CA   94114,,none
Lefty O'doul's,333 Geary St   San Francisco   CA   94102,yes,http://www.leftyodouls.biz/
La Bergerie French Restaurant,4221 Geary Blvd   San Francisco   CA   94118,,none
Joe's Cable Car Resturant,4320 Mission St   San Francisco   CA   94112,yes,http://www.joescablecarrestaurant.com/
Joy Hing Bbq Noodle House,710 Kearny St   San Francisco   CA   94108,,no offical webiste found
K T Noodle Cusine Sloat,1507 Sloat Blvd   San Francisco   CA   94132,no,
Dolce Gelato,33757 Heartland Ct   Union City   CA   94587,no,Not Found
Kens Kitchen,2578 40th Ave   San Francisco   CA   94116,,not found
